Zodiac,Profession
scorpio,Politician
gemini,Attorneys in the United States
libra,Lawyer
libra,Politician
sagittarius,Diplomacy
sagittarius,Senior Foreign Service
pisces,Attorney at law
pisces,Physician
taurus,Politician
sagittarius,Nuclear engineering
scorpio,Lawyer
capricorn,Professor
capricorn,Diplomacy
capricorn,Lawyer
capricorn,Judge
taurus,Faculty of Advocates
scorpio,Barristers in England and Wales
sagittarius,Civil engineer
sagittarius,Urban planner
leo,Lawyer
leo,Newspaper
aries,Dentist
scorpio,Lawyer
scorpio,Politician
pisces,Teacher
pisces,Minister (Christianity)
gemini,Barrister
pisces,Advocate
gemini,Lawyer
aries,Politician
taurus,Lawyer
capricorn,Accountant
capricorn,Teacher
capricorn,Life insurance
pisces,Basketball
pisces,Civil service
libra,Basketball
libra,Civil service
aquarius,Scholarly method
aquarius,Lawyer
virgo,Physician
virgo,Teacher
cancer,Lawyer
cancer,Physician
aquarius,Lawyer
leo,Lawyer
leo,Politician
leo,Bank
leo,Officer (armed forces)
aquarius,Lawyer
leo,Attorneys in the United States
scorpio,Engineer
scorpio,Geologist
scorpio,Diplomacy
capricorn,Lawyer
sagittarius,Lawyer
sagittarius,Judge
virgo,Politician
virgo,Attorney at law
pisces,Academic administration
taurus,Education
scorpio,Lawyer
scorpio,Politician
pisces,Police officer
taurus,Barrister
taurus,Academia
cancer,National Security Advisor (United States)
sagittarius,Physician
leo,Farmer
leo,Businessperson
taurus,Faculty of Advocates
cancer,Attorneys in the United States
leo,Lawyer
cancer,Funeral director
cancer,Armenians
scorpio,Lawyer
aries,Lawyer
sagittarius,Politician
aquarius,Government
aquarius,Lawyer
aquarius,Plantations in the American South
libra,Cardiothoracic surgery
leo,Lawyer
scorpio,Politician
capricorn,Politician
capricorn,Secretary
aries,Lawyer
virgo,Faculty of Advocates
leo,Lawyer
capricorn,Lawyer
taurus,Lawyer
taurus,Politician
taurus,Editing
capricorn,Pastor
cancer,Attorneys in the United States
sagittarius,State senator
aries,Rail transport
aries,Politician
aries,Bank
aries,Attorneys in the United States
taurus,Farmer
taurus,Lumberjack
taurus,Legislator
aries,Physician
aries,Antiquarian
gemini,Firefighter
scorpio,Lawyer
libra,Faculty of Advocates
leo,Lawyer
leo,Politician
scorpio,Lawyer
aries,Politician
cancer,Insurance
cancer,Real estate
pisces,Lawyer
pisces,Politician
pisces,Businessperson
leo,Lawyer
leo,Politician
leo,Lawyer
virgo,Diplomacy
sagittarius,Attorneys in the United States
gemini,Politician
gemini,Dairy
pisces,Barristers in England and Wales
virgo,Wikt:Statesman
aquarius,Lawyer
aquarius,Politician
aquarius,Officer (armed forces)
aries,Lawyer
aries,Judge
aries,Politician
aries,Officer (armed forces)
leo,Lieutenant colonel
aquarius,Politician
aquarius,Plantations in the American South
scorpio,Journalist
scorpio,Diplomat
scorpio,United States Postmaster General
scorpio,Lawyer
scorpio,Soldier
cancer,Lawyer
scorpio,Mathematician
leo,Academia
capricorn,Lawyer
capricorn,Politician
aries,Oral and maxillofacial surgery
libra,Physician
sagittarius,Lawyer
sagittarius,Politician
cancer,Engineer
gemini,Lawyer
libra,Military
aries,Politician
scorpio,Lawyer
capricorn,Military
libra,Lawyer
leo,Businessperson
cancer,Politician
aries,Politician
capricorn,Attorneys in the United States
taurus,Lawyer
sagittarius,Politician
cancer,Lawyer
capricorn,Politician
capricorn,Singing
capricorn,Actor
capricorn,Television producer
taurus,Society of Jesus
taurus,Economist
taurus,Professor
aquarius,Businessperson
pisces,Social anthropology
aquarius,Attorney at law
taurus,Teacher
taurus,Legislator
libra,Businessperson
aries,Lawyer
cancer,Diplomacy
taurus,Accountant
virgo,Politician
virgo,Attorney at law
pisces,Lawyer
sagittarius,Lawyer
sagittarius,Prosecutor
cancer,Public relations
cancer,Teacher
cancer,News broadcasting
cancer,University of Rhode Island
aries,Politician
aries,Actor
aries,Television presenter
aries,Tailor
pisces,Attorneys in the United States
cancer,Politician
cancer,Farmer
cancer,Ranch
aries,Attorneys in the United States
aries,Mechanical engineering
aries,Politician
leo,Mechanical engineering
leo,Officer (armed forces)
taurus,Diplomat
aquarius,Physician
aquarius,Politician
virgo,Lawyer
leo,Lawyer
cancer,Lawyer
taurus,Lawyer
libra,Civil service
leo,Politician
leo,Economist
leo,Academic administration
virgo,Industrial engineering
pisces,Farmer
cancer,Lawyer
cancer,Judge
cancer,Journalist
cancer,Attorneys in the United States
pisces,Lawyer
gemini,Teacher
gemini,Veteran
gemini,Legislator
gemini,Small business
gemini,Real estate appraisal
sagittarius,Lawyer
sagittarius,Public defender
gemini,Lawyer
gemini,Mayor
virgo,Politician
cancer,Dean (education)
taurus,Soldier
taurus,Politician
taurus,Teacher
leo,Television producer
leo,Attorneys in the United States
gemini,Small_Businessman
cancer,Attorneys in the United States
aries,Lawyer
aries,Politician
capricorn,Teacher
virgo,Business
virgo,Politician
leo,Politician
leo,Lawyer
aries,Lawyer
aries,Politician
aries,Diplomat
sagittarius,Economics
gemini,Lawyer
leo,Lawyer
capricorn,ProgressNow
leo,Lawyer
leo,Civil service
leo,Economist
leo,Professor
scorpio,Lawyer
aries,Diplomat
aries,Public administration
libra,Civil engineering
libra,Politician
scorpio,Judge
scorpio,Ranch
aquarius,Association football
cancer,Canadian Armed Forces
cancer,Lieutenant general
sagittarius,Journalist
sagittarius,Politician
sagittarius,Teacher
taurus,Professor
scorpio,Businessperson
leo,Teacher
sagittarius,Surgeon
leo,Lawyer
leo,Politician
taurus,Barrister
taurus,Politician
taurus,Businessperson
taurus,Attorney at law
taurus,Businessperson
taurus,Legislator
leo,Legislator
leo,Attorney at law
aquarius,Politician
aquarius,Businessperson
cancer,List of corporate titles
virgo,Politician
gemini,Ranch
leo,Author
leo,Physician
leo,Politician
cancer,Publishing
sagittarius,Farmer
sagittarius,Legislator
sagittarius,Pharmacist
taurus,Physician
libra,Politician
virgo,Teacher
aries,Small business
pisces,Civil service
pisces,Columnist
pisces,Politician
aries,Soldier
aries,Diplomacy
gemini,Lawyer
gemini,Politician
taurus,Professor
taurus,Academic administration
gemini,Diplomacy
sagittarius,Lawyer
capricorn,Engineer
libra,Consultant
taurus,Lawyer
aquarius,Politician
aquarius,Actor
aquarius,Sports commentator
virgo,Lawyer
virgo,Judge
taurus,Politician
capricorn,Research
sagittarius,Pharmacist
aries,Feminism
aries,Politician
aries,Social work
aries,Advocate
aries,Mental health counselor
pisces,Lawyer
pisces,Lawyer
pisces,Editing
cancer,Politician
cancer,Attorney at law
gemini,Businessperson
gemini,General_Nurse
libra,Politician
scorpio,Insurance broker
scorpio,Physician
aquarius,Nursing
taurus,Lawyer
gemini,Scientist
gemini,Farmer
gemini,Professor
gemini,Lawyer
leo,Solicitor
leo,Advocate
capricorn,Pharmacist
leo,Nursing
leo,Small business
cancer,Paralegal
capricorn,Political science
aries,Farmer
cancer,Physical therapy
taurus,Teacher
aries,Politician
aries,Attorney at law
cancer,Lawyer
pisces,Politician
pisces,Professor
sagittarius,Lawyer
gemini,Politician
aquarius,Lawyer
taurus,Bank
aries,Politician
aries,Businessperson
leo,Lawyer
leo,Politician
leo,Diplomat
capricorn,Chartered accountant
cancer,Astronaut
cancer,Engineer
cancer,Test pilot
scorpio,Lawyer
scorpio,Ranch
libra,Veterinary physician
aquarius,Writer
aquarius,Politician
virgo,Politician
aquarius,Police officer
capricorn,Barrister
capricorn,Solicitor
capricorn,Journalist
libra,United Methodist Church
libra,Attorneys in the United States
scorpio,Politician
leo,Lawyer
cancer,Lawyer
capricorn,Surgeon
gemini,Academic administration
cancer,Lawyer
libra,Attorneys in the United States
sagittarius,Dentist
aries,Lawyer
capricorn,Politician
pisces,Diplomat
aquarius,Chiropractor
taurus,Politician
taurus,Pastor
aries,Lawyer
aries,Politician
scorpio,Civil service
taurus,Jurist
sagittarius,Economist
gemini,Lawyer
cancer,Dentistry
virgo,Journalist
pisces,Politician
libra,Businessperson
libra,Law
sagittarius,Lawyer
sagittarius,Lawyer
sagittarius,Politician
taurus,Lawyer
taurus,Judge
taurus,Politician
pisces,Politician
pisces,Manufacturing
virgo,Politician
taurus,Diplomat
taurus,Military
leo,Businessperson
leo,Economist
cancer,Physicist
cancer,Engineer
cancer,Politician
cancer,Economist
cancer,Politician
pisces,Politician
libra,Lawyer
libra,Politician
gemini,Teacher
scorpio,Diplomacy
pisces,Politician
scorpio,Lawyer
sagittarius,Diplomat
scorpio,Soldier
scorpio,Politician
scorpio,Lawyer
gemini,Bricklayer
pisces,Politician
pisces,General officer
scorpio,Attorneys in the United States
gemini,Lawyer
virgo,Surgeon
taurus,Farmer
leo,Mechanical engineering
taurus,Author
taurus,Teacher
taurus,Academic administration
taurus,Superintendent (education)
libra,Author
libra,Politician
scorpio,Lawyer
virgo,Sociology
libra,Lawyer
aries,Physician
aries,Professor
aries,Academic administration
pisces,Politician
gemini,Diplomacy
gemini,List of United States Foreign Service Career Ambassadors
sagittarius,Physical therapy
scorpio,Lawyer
capricorn,Lawyer
capricorn,Legislator
virgo,Historian
taurus,Political science
pisces,Horticulture
gemini,Businessperson
gemini,Forester
scorpio,Economist
scorpio,Diplomat
aquarius,Politician
aquarius,Teacher
scorpio,Politician
virgo,Social work
aquarius,Politician
capricorn,Agriculture
aries,Politician
cancer,Businessperson
libra,Education
libra,Politician
libra,Social work
aquarius,Lawyer
aries,Politician
virgo,Professor
capricorn,Agriculture
leo,Writer
leo,Advocate
aquarius,Professor
pisces,Lawyer
capricorn,Politician
taurus,Physician
pisces,Farmer
pisces,Businessperson
aries,Military
pisces,Farmer
leo,Lawyer
aquarius,Politician
virgo,Soldier
virgo,Engineer
gemini,Businessperson
gemini,Civil service
aquarius,Politician
pisces,Politician
pisces,Actor
sagittarius,Lawyer
aries,Businessperson
scorpio,Farmer
scorpio,Businessperson
leo,Lawyer
leo,Farmer
sagittarius,Businessperson
pisces,Neurosurgery
virgo,Soldier
scorpio,Lawyer
gemini,Lawyer
gemini,Politician
cancer,Politics
virgo,Engineer
libra,Economist
capricorn,Journalist
sagittarius,Businessperson
virgo,General contractor
capricorn,Businessperson
capricorn,Legislator
cancer,Politician
pisces,Agriculture
pisces,Education
pisces,Politician
pisces,Social work
sagittarius,Economist
libra,Farmer
leo,Lawyer
leo,Diplomat
leo,Civil service
capricorn,Pharmacist
leo,Police officer
sagittarius,Medicine
libra,Officer (armed forces)
aquarius,Cardiology
pisces,Politician
leo,Lawyer
leo,Social work
scorpio,Mechanical engineering
scorpio,Nuclear power
taurus,Politician
scorpio,Federal Bureau of Investigation
scorpio,Businessperson
sagittarius,Politician
cancer,Activism
pisces,Management accounting
virgo,Lawyer
cancer,Agriculture
virgo,Lawyer
cancer,Agriculture
aries,Journalist
aries,Politician
aries,Teacher
virgo,Barrister
pisces,Lawyer
pisces,Politician
libra,Lawyer
aries,Physician
leo,Professor
leo,Sailor
aquarius,Retired_College_Professor
cancer,Legislator
cancer,Real estate appraisal
cancer,Police
cancer,Civil service
pisces,French Civil Service
virgo,Diplomat
gemini,Lawyer
gemini,Trade union
leo,Dentist
leo,Publishing
cancer,Farmer
aries,Lawyer
scorpio,Priest
virgo,Politician
virgo,Businessperson
libra,Police
virgo,Baseball
virgo,Lawyer
libra,Worcester_Housing_Authority
aquarius,Professor
pisces,Lawyer
pisces,Politician
virgo,Lawyer
libra,Legislative council
capricorn,Landed_Proprietor
pisces,Lawyer
pisces,Public relations
aquarius,Lawyer
scorpio,Nursing
gemini,Lawyer
gemini,Politician
sagittarius,Economics
virgo,Physician
cancer,Barrister
taurus,Lawyer
taurus,Legal education
pisces,Barrister
aries,Teacher
aries,Attorneys in the United States
capricorn,Pottery
capricorn,Politician
virgo,Architect
sagittarius,Agricultural engineering
sagittarius,Writer
sagittarius,Journalist
sagittarius,Radio personality
libra,Political science
virgo,Politician
taurus,Trade union
taurus,Politician
leo,Lawyer
taurus,Politician
taurus,Economist
libra,Priest
taurus,Physician
aries,Social innovation
sagittarius,Mount Mercy University
virgo,Social work
virgo,Advocate
pisces,Journalist
pisces,Politician
libra,Physician
aquarius,Teacher
virgo,Journalist
aquarius,Journalist
aries,Lawyer
aries,Politician
capricorn,Agronomy
scorpio,Lawyer
scorpio,Judge
scorpio,Politician
libra,Pastor
gemini,Law
gemini,Lawyer
gemini,Politician
libra,Politician
libra,Actor
cancer,Economist
cancer,Academician
leo,Professor
aquarius,Military
scorpio,Electrical engineering
aries,Politician
aries,Economist
leo,Politician
gemini,Civil service
sagittarius,Politician
sagittarius,Businessperson
capricorn,Surveying
virgo,Lawyer
gemini,Cavalry
scorpio,Economist
libra,Businessperson
cancer,Lawyer
cancer,Veteran
cancer,Legislator
cancer,Financial adviser
cancer,Small business
gemini,Hernando County Sheriff's Office
aries,Lawyer
scorpio,Professors in the United States
cancer,Politician
virgo,Physician
virgo,Civil service
virgo,Professor
cancer,Legal profession
capricorn,Soldier
scorpio,Teacher
cancer,Diplomacy
cancer,Diplomatic rank
scorpio,Wikt:statesman
cancer,Politician
cancer,Attorney at law
aquarius,Barrister
cancer,Entrepreneurship
libra,Politician
aries,Biologist
leo,Lawyer
leo,Surveying
leo,Lawyer
pisces,Paramedic
pisces,Small business
pisces,Fire captain
gemini,General practitioner
aquarius,Journalist
cancer,Mayor
aquarius,Lawyer
capricorn,Politician
capricorn,Businessperson
capricorn,Veteran
capricorn,Ambassadors of the United States
pisces,Diplomat
aries,Lawyer
aries,Politician
aries,Farmer
virgo,Geology
virgo,Diplomacy
pisces,Professor
sagittarius,Colonel (United States)
scorpio,Barrister
aries,Goldsmiths University of London
aries,Minister (Christianity)
libra,Professor
virgo,Editor-in-chief
leo,Barrister
aquarius,Law
libra,Archaeology
scorpio,Author
scorpio,Lawyer
scorpio,Journalist
leo,Lawyer
leo,Judge
scorpio,Barrister
leo,Social work
aries,Faculty of Advocates
gemini,Lawyer
gemini,Politician
virgo,University of Denver
taurus,Manufacturing
taurus,Professor
scorpio,Lawyer
aquarius,Management
cancer,Lawyer
cancer,Trade union
cancer,Politician
aquarius,Lawyer
aquarius,Politician
aries,Politician
aries,Stockbroker
aries,Teacher
capricorn,Lawyer
capricorn,Politician
virgo,Lawyer
virgo,Politician
aquarius,Politician
aquarius,Teacher
leo,Soldier
leo,Politician
scorpio,Pediatrics
pisces,Teacher
cancer,Barrister
virgo,Political science
aries,Military
virgo,Lawyer
scorpio,Lawyer
cancer,Lawyer
cancer,Judge
libra,Barristers in England and Wales
gemini,Physician
sagittarius,Underwriting
gemini,Politics of the United States
capricorn,Lawyer
taurus,Architect
cancer,Physician
aquarius,Diplomat
aquarius,Professor
aquarius,Attorney at law
gemini,Lawyer
capricorn,Politician
libra,Attorneys in the United States
virgo,Lawyer
sagittarius,Politician
sagittarius,Pharmacist
virgo,Lawyer
cancer,Diplomacy
gemini,Sheriffs in the United States
aquarius,Soldier
aquarius,Broadcasting
aquarius,Businessperson
aries,Lobbying
aries,Businessperson
gemini,Attorneys in the United States
pisces,Businessperson
pisces,Legislator
aries,Economics
sagittarius,Politician
leo,ASU Foundation for A New American University
virgo,Journalist
gemini,Diplomacy
aries,Lawyer
gemini,Barrister
gemini,High Court judge (England and Wales)
libra,Canon law
sagittarius,Teacher
sagittarius,Officer (armed forces)
cancer,Advocate
cancer,Lawyer
aquarius,Diplomacy
pisces,Paramedic
pisces,Firefighter
leo,Politician
leo,Chartered accountant
taurus,Spymaster
libra,Businessperson
aquarius,Professor
aquarius,Lawyer
aries,Politician
aries,Social work
aries,Advocate
virgo,Politician
capricorn,Indian Administrative Service
capricorn,Social work
libra,Lawyer
libra,Politician
sagittarius,Politician
aries,Agriculture
aries,Politician
aries,Transporter vehicle
sagittarius,Engineer
aquarius,Officer (armed forces)
aquarius,Sociology
pisces,Economics
gemini,Psychiatrist
pisces,Engineer
cancer,Electronic engineering
taurus,Teacher
taurus,Politics
pisces,Lawyer
libra,Attorneys in the United States
scorpio,Politician
capricorn,Lawyer
capricorn,Politician
capricorn,Lawyer
scorpio,Lawyer
gemini,Lawyer
aquarius,Politician
pisces,Physician
pisces,Civil service
capricorn,Mechanical engineering
capricorn,Businessperson
aquarius,Lawyer
libra,Lawyer
sagittarius,Economist
pisces,Industrial engineering
aquarius,Politician
aquarius,Linguistics
aquarius,Lawyer
aries,Lawyer
scorpio,Farmer
aries,Politician
aries,Physician
virgo,Officer (armed forces)
sagittarius,Magistrate
virgo,Politics
sagittarius,Peshwa
aquarius,Agriculture
scorpio,Electrical engineering
sagittarius,Businessperson
sagittarius,Entrepreneurship
capricorn,Mechanical engineering
gemini,Lawyer
capricorn,Philosopher
sagittarius,Politician
gemini,Lawyer
gemini,Lecturer
cancer,Farmer
scorpio,Politician
scorpio,Businessperson
scorpio,Lawyer
scorpio,Politician
virgo,Trade union
virgo,Politician
virgo,Activism
aries,Politician
aquarius,Politician
cancer,Journalism
cancer,Advocate
scorpio,Farmer
virgo,Journalist
virgo,Cartoonist
virgo,Activism
gemini,Dentist
virgo,Businessperson
virgo,Politician
virgo,Business magnate
capricorn,Farmer
gemini,Politician
capricorn,Farmer
capricorn,Businessperson
leo,Farmer
gemini,Farmer
capricorn,Trade union
capricorn,Politician
pisces,Economist
taurus,Sociology
aquarius,Lawyer
scorpio,Funeral director
sagittarius,Lobbying
libra,Lawyer
virgo,Agriculture
virgo,Accountant
aries,Lawyer
sagittarius,Officer (armed forces)
aquarius,Economist
gemini,Biologist
sagittarius,Mechanical engineering
sagittarius,Consultant
cancer,Engineer
sagittarius,Lawyer
sagittarius,Politician
aries,Lawyer
sagittarius,Politician
sagittarius,Businessperson
scorpio,Physician
cancer,Politician
cancer,Social work
leo,Bank
aries,Lawyer
gemini,Saopha
virgo,Attorneys in the United States
gemini,Lawyer
libra,Attorneys in the United States
capricorn,Lawyer
taurus,Urban planner
sagittarius,Politician
taurus,Economist
gemini,Physician
gemini,Politician
scorpio,Politician
sagittarius,Lawyer
aries,Journalist
pisces,Journalist
pisces,Poet
aquarius,Lawyer
aries,Politician
aries,Businessperson
aries,Social work
aries,Advocate
aquarius,Politician
aquarius,Politician
virgo,Farmer
gemini,Politician
gemini,Social work
gemini,Senior Counsel
cancer,Businessperson
sagittarius,Indian Police Service
sagittarius,Education
capricorn,Lawyer
gemini,Tax advisor
gemini,Electronic engineering
leo,Architect
cancer,Pastor
capricorn,United States Attorney
pisces,Intelligence analysis
pisces,Intelligence officer
scorpio,Lawyer
aquarius,Lawyer
libra,Firefighter
capricorn,Journalist
capricorn,Businessperson
gemini,Head teacher
gemini,Park ranger
capricorn,Lawyer
gemini,Car dealership
libra,Publishing
cancer,Attorneys in the United States
leo,Attorney at law
taurus,Lawyer
taurus,Attorneys in the United States
aquarius,Politician
leo,Professor
libra,Prosecutor
gemini,Politician
gemini,Attorneys in the United States
leo,Businessperson
capricorn,Politician
capricorn,Politician
leo,Attorney at law
sagittarius,Attorneys in the United States
pisces,State senator
virgo,Sociology
cancer,Bioinformatics
pisces,Lawyer
aries,Economist
aries,Pharmacist
virgo,Physician
pisces,Physician
leo,Teacher
capricorn,Teacher
capricorn,Attorneys in the United States
taurus,Politician
gemini,Lawyer
pisces,General officer
aquarius,Construction engineering
cancer,Law
cancer,Barrister
gemini,Engineer
taurus,Civil engineer
cancer,Lawyer
cancer,Engineer
capricorn,Politician
libra,Lawyer
gemini,Mathematician
taurus,Lawyer
virgo,Lawyer
virgo,Soldier
gemini,Senate
gemini,Politician
gemini,Attorney at law
taurus,Historian
leo,Mathematics
leo,Physics
scorpio,Politician
scorpio,Teacher
pisces,Politician
pisces,Medical jurisprudence
aquarius,Teacher
sagittarius,Farmer
cancer,Politician
cancer,Businessperson
cancer,Social work
gemini,Politician
taurus,Indian Administrative Service
cancer,Agriculture
capricorn,Electrical engineering
capricorn,Entrepreneurship
sagittarius,Agriculture
sagittarius,Lawyer
capricorn,Public administration
capricorn,Law
virgo,Solicitor
taurus,Politician
taurus,Entrepreneurship
taurus,Television presenter
cancer,Agriculture
sagittarius,Civil service
leo,Politician
capricorn,Author
leo,Social work
pisces,Agriculture
leo,Journalist
leo,Politician
leo,Advocate
aquarius,Lecturer
aquarius,Public speaking
aquarius,Civic_Leader
aries,Teacher
aries,Attorneys in the United States
aquarius,Agriculture
sagittarius,Teacher
taurus,Businessperson
cancer,Lobbying
cancer,City manager
aquarius,Politician
virgo,Politician
virgo,Social work
leo,Trade union
leo,Electrician
leo,Attorneys in the United States
virgo,Lawyer
gemini,Businessperson
gemini,Barrister
taurus,Politician
taurus,Businessperson
taurus,Attorney at law
sagittarius,List of Prime Ministers of Albania
pisces,Chief Medical Officer
aries,Writer
aries,Journalist
aries,Politician
cancer,Politician
cancer,Professor
leo,Dairy farming
leo,Legislator
capricorn,Judge
aquarius,Education
aquarius,Reform movement
aquarius,Social work
sagittarius,Teacher
aquarius,Lawyer
aquarius,Politician
virgo,Lawyer
virgo,Economist
virgo,Diplomat
aquarius,Canadian Broadcasting Corporation
cancer,Politician
cancer,Teacher
capricorn,Police officer
aries,Paralegal
aries,Legislative assistant
aries,Certified Public Accountant
sagittarius,Politician
sagittarius,Businessperson
cancer,Davis School District
pisces,Teacher
leo,Physicist
aries,Stockbroker
virgo,Molecular biology
virgo,Academic administration
gemini,Legal secretary
leo,Politician
cancer,Engineer
capricorn,Director General of Police
aries,Novelist
gemini,Politician
cancer,Farmer
aquarius,Politician
aquarius,Philanthropy
aquarius,Business magnate
pisces,Psychiatric and mental health nursing
pisces,Biochemist
virgo,Trade union
pisces,Barrister
taurus,Minister (Christianity)
libra,Barrister
libra,Diplomat
virgo,Teacher
virgo,Academic administration
leo,Lawyer
leo,Judge
leo,Politician
leo,Teacher
leo,Lawyer
aries,Politician
taurus,Lawyer
taurus,Politician
virgo,High sheriff
scorpio,Lawyer
gemini,Lawyer
gemini,Politician
aquarius,Computer engineering
taurus,Patriotism
taurus,Journalist
aries,Chemist
libra,Lawyer
sagittarius,Lawyer
libra,Lawyer
aries,Soldier
aries,Barristers in England and Wales
pisces,Journalist
pisces,Politician
pisces,Editing
pisces,Trade union
pisces,Politician
libra,Public relations
scorpio,Carpentry
pisces,Barrister
cancer,Historian
cancer,Journalist
cancer,Politician
cancer,Diplomat
sagittarius,Economist
virgo,Military
gemini,Government
gemini,Certified Public Accountant
leo,Farmer
scorpio,Governor
sagittarius,Merchant
aquarius,Soldier
aquarius,Politician
virgo,Professor
scorpio,Physician
scorpio,Politician
capricorn,Journalist
cancer,Health professional
leo,Professor
pisces,Consultant
pisces,Small business
aries,Politician
cancer,Businessperson
scorpio,Lawyer
scorpio,Politician
capricorn,Lawyer
capricorn,Judge
capricorn,Politician
leo,Farmer
leo,Businessperson
scorpio,Politician
aries,Politician
scorpio,Journalist
scorpio,Politician
scorpio,Presenter
leo,Lawyer
scorpio,Attorneys in the United States
cancer,Lawyer
cancer,Politician
cancer,Bank
leo,Lawyer
taurus,Teacher
capricorn,Butcher
gemini,Politician
leo,Politician
leo,Economist
cancer,Engineer
aries,Prime minister
cancer,Law
sagittarius,Agribusiness
pisces,Attorneys in the United States
libra,Soldier
aquarius,Physician
aquarius,Teacher
scorpio,Barrister
pisces,Petroleum engineering
taurus,Chartered Institute of Management Accountants
libra,Jurist
libra,Prosecutor
aquarius,Bank
gemini,Teacher
leo,Environmental health officer
leo,Diplomatic corps
pisces,Mining engineering
pisces,Doctor of Philosophy
aries,Economist
gemini,Politician
gemini,Landlord
gemini,Real estate development
taurus,Lawyer
taurus,Real estate development
virgo,Journalist
sagittarius,Scientist
virgo,Historian
virgo,Politician
virgo,Archaeology
aries,Politician
libra,Author
libra,Lawyer
libra,Jurist
libra,Officer (armed forces)
virgo,Politician
virgo,Nobility
leo,Business magnate
sagittarius,Neurology
gemini,Author
gemini,Teacher
gemini,Activism
gemini,Clergy
libra,Barrister
taurus,Physician
taurus,Chancellor (education)
taurus,Professor
aquarius,Lawyer
aquarius,Politician
cancer,Academician
capricorn,Politician
virgo,Accountant
pisces,Officer (armed forces)
virgo,Diplomat
virgo,Civil service
virgo,Financial adviser
pisces,Lawyer
gemini,Lawyer
virgo,Education
taurus,Solicitor
libra,Lawyer
libra,Politician
capricorn,Lawyer
capricorn,Lawyer
scorpio,Clergy
scorpio,Politician
scorpio,Bank
virgo,Accounting
cancer,Union organizer
cancer,Lawyer
cancer,Politician
leo,Intelligence officer
cancer,Physician
aries,Government
pisces,Lawyer
pisces,Politician
cancer,Business administration
capricorn,Veteran
capricorn,Real estate broker
capricorn,Attorneys in the United States
gemini,Police officer
cancer,Politician
sagittarius,Teacher
leo,Judge
leo,Politician
leo,Attorneys in the United States
virgo,Lawyer
aries,Author
sagittarius,Small business
aries,Lawyer
sagittarius,Professor
sagittarius,Dean (education)
aquarius,Lawyer
aquarius,Jurist
aquarius,Academia
aquarius,Pedagogy
gemini,Lawyer
gemini,Soldier
gemini,Congressional staff
taurus,Faculty of Advocates
aries,Farmer
virgo,Teacher
virgo,Small business
aquarius,Attorneys in the United States
libra,Politician
libra,Teacher
taurus,Chemistry
gemini,Lawyer
gemini,Lawyer
gemini,Legislator
libra,Insurance
libra,Legislator
gemini,Pastor
gemini,Professor
taurus,Teacher
taurus,Veterinary physician
gemini,School counselor
virgo,Veteran
virgo,Legislator
cancer,Lawyer
aries,Politician
aries,Lawyer
virgo,Businessperson
sagittarius,Legislator
sagittarius,Attorneys in the United States
libra,Businessperson
libra,Funeral director
virgo,Legislator
virgo,Governing boards of colleges and universities in the United States
taurus,Agriculture
taurus,Lobbying
libra,Veterinary surgery
gemini,Home_Renovation
cancer,Academia
libra,Management
scorpio,Professor
capricorn,Politician
scorpio,Lawyer
scorpio,Politician
cancer,Software testing
cancer,Legislator
aries,Lawyer
aries,Professor
scorpio,Attorneys in the United States
libra,Lawyer
leo,Judge
sagittarius,Electrical engineering
sagittarius,Academic administration
libra,Lawyer
cancer,Lawyer
pisces,Theology
aries,Russian language
aries,Historian
aries,Musician
cancer,English studies
taurus,Lawyer
virgo,Politician
virgo,Attorney general
virgo,Politician
gemini,Civil service
aries,Economist
scorpio,Architect
virgo,Politician
sagittarius,Businessperson
taurus,Politician
sagittarius,Politician
capricorn,Industrial engineering
capricorn,Physician
pisces,Agricultural science
cancer,Engineer
leo,Social work
capricorn,Politician
gemini,Surgeon
capricorn,Politician
capricorn,Sadhu
gemini,Politician
gemini,Teacher
libra,Lawyer
aries,Diplomat
cancer,Nursing
virgo,Professor
capricorn,Physician
aries,Politician
sagittarius,Politician
sagittarius,Hematology
sagittarius,Teacher
cancer,Physician
capricorn,Lawyer
sagittarius,Veterinary medicine
leo,Lawyer
aquarius,Lawyer
aquarius,Politician
capricorn,Economist
cancer,Exxon
cancer,Scientist
cancer,Financial planner
libra,Rebellion
leo,Lawyer
taurus,Businessperson
libra,Teacher
capricorn,Politician
capricorn,Copy editing
cancer,Politician
gemini,Anesthesiologist
capricorn,Lawyer
leo,Lawyer
pisces,Politician
pisces,Economist
cancer,Businessperson
capricorn,Law
aries,Attorneys in the United States
cancer,Teacher
cancer,Veteran
cancer,Coach (sport)
cancer,Legislator
cancer,Real estate broker
libra,Politician
leo,Politician
scorpio,Minister (government)
leo,Social work
taurus,Lawyer
cancer,Physician
taurus,Health professional
leo,Lawyer
cancer,Lawyer
cancer,Diplomacy
gemini,Speculation
sagittarius,Lawyer
sagittarius,Politician
sagittarius,Accountant
sagittarius,Civil service
scorpio,Lawyer
pisces,Politician
pisces,Bank
capricorn,Politician
capricorn,Teacher
virgo,Lawyer
virgo,Politician
aries,Lawyer
aries,Minister (Christianity)
virgo,Lawyer
virgo,Politician
leo,Lawyer
leo,Politician
leo,Manufacturing
taurus,Bank
capricorn,Lawyer
aries,Physician
aries,Politician
aries,Teacher
sagittarius,Lawyer
aries,Politician
aquarius,Solicitor
aries,History
aries,Law
taurus,Lawyer
